file,category,start_frame,end_frame,label
Areeb_front_7,Fall,12,21,1
Areeb_side_1,Fall,0,9,1
Areeb_side_1,Fall,2,11,1
Areeb_side_1,Fall,4,13,1
Areeb_side_1,Fall,6,15,1
Areeb_side_1,Fall,8,17,1
Areeb_side_1,Fall,10,19,1
Areeb_side_1,Fall,12,21,1
Areeb_side_1,Fall,14,23,1
Areeb_side_2,Fall,0,9,1
Areeb_side_2,Fall,2,11,1
Areeb_side_2,Fall,4,13,1
Areeb_side_2,Fall,6,15,1
Areeb_side_2,Fall,8,17,1
Areeb_side_2,Fall,10,19,1
Areeb_side_2,Fall,12,21,1
Areeb_side_2,Fall,14,23,1
Areeb_side_3,Fall,0,9,1
Areeb_side_3,Fall,2,11,1
Areeb_side_3,Fall,4,13,1
Areeb_side_3,Fall,6,15,1
Areeb_side_3,Fall,8,17,1
Areeb_side_3,Fall,10,19,1
Areeb_side_3,Fall,12,21,1
Areeb_side_4,Fall,0,9,1
Areeb_side_4,Fall,2,11,1
Areeb_side_4,Fall,4,13,1
Areeb_side_4,Fall,6,15,1
Areeb_side_4,Fall,8,17,1
Areeb_side_4,Fall,10,19,1
Areeb_side_4,Fall,12,21,1
Areeb_side_5,Fall,0,9,1
Areeb_side_5,Fall,2,11,1
Areeb_side_5,Fall,4,13,1
Areeb_side_5,Fall,6,15,1
Areeb_side_5,Fall,8,17,1
Areeb_side_5,Fall,10,19,1
Areeb_side_5,Fall,12,21,1
Raffay_back_1,Fall,0,9,1
Raffay_back_1,Fall,2,11,1
Raffay_back_1,Fall,4,13,1
Raffay_back_1,Fall,6,15,1
Raffay_back_1,Fall,8,17,1
Raffay_back_1,Fall,10,19,1
Raffay_back_1,Fall,12,21,1
Raffay_back_2,Fall,0,9,1
Raffay_back_2,Fall,2,11,1
Raffay_back_2,Fall,4,13,1
Raffay_back_2,Fall,6,15,1
Raffay_back_2,Fall,8,17,1
Raffay_back_2,Fall,10,19,1
Raffay_back_2,Fall,12,21,1
Raffay_back_3,Fall,0,9,1
Raffay_back_3,Fall,2,11,1
Raffay_back_3,Fall,4,13,1
Raffay_back_3,Fall,6,15,1
Raffay_back_3,Fall,8,17,1
Raffay_back_3,Fall,10,19,1
Raffay_back_3,Fall,12,21,1
Raffay_back_4,Fall,0,9,1
Raffay_back_4,Fall,2,11,1
Raffay_back_4,Fall,4,13,1
Raffay_back_4,Fall,6,15,1
Raffay_back_4,Fall,8,17,1
Raffay_back_4,Fall,10,19,1
Raffay_back_4,Fall,12,21,1
Raffay_back_4,Fall,14,23,1
Raffay_back_5,Fall,0,9,1
Raffay_back_5,Fall,2,11,1
Raffay_back_5,Fall,4,13,1
Raffay_back_5,Fall,6,15,1
Raffay_back_5,Fall,8,17,1
Raffay_back_5,Fall,10,19,1
Raffay_back_5,Fall,12,21,1
Raffay_front_1,Fall,0,9,1
Raffay_front_1,Fall,2,11,1
Raffay_front_1,Fall,4,13,1
Raffay_front_1,Fall,6,15,1
Raffay_front_1,Fall,8,17,1
Raffay_front_1,Fall,10,19,1
Raffay_front_1,Fall,12,21,1
Raffay_front_2,Fall,0,9,1
Raffay_front_2,Fall,2,11,1
Raffay_front_2,Fall,4,13,1
Raffay_front_2,Fall,6,15,1
Raffay_front_2,Fall,8,17,1
Raffay_front_2,Fall,10,19,1
Raffay_front_2,Fall,12,21,1
Raffay_front_3,Fall,0,9,1
Raffay_front_3,Fall,2,11,1
Raffay_front_3,Fall,4,13,1
Raffay_front_3,Fall,6,15,1
Raffay_front_3,Fall,8,17,1
Raffay_front_3,Fall,10,19,1
Raffay_front_3,Fall,12,21,1
Raffay_front_4,Fall,0,9,1
Raffay_front_4,Fall,2,11,1
Raffay_front_4,Fall,4,13,1
Raffay_front_4,Fall,6,15,1
Raffay_front_4,Fall,8,17,1
Raffay_front_4,Fall,10,19,1
Raffay_front_4,Fall,12,21,1
Raffay_front_5,Fall,0,9,1
Raffay_front_5,Fall,2,11,1
Raffay_front_5,Fall,4,13,1
Raffay_front_5,Fall,6,15,1
Raffay_front_5,Fall,8,17,1
Raffay_front_5,Fall,10,19,1
Raffay_front_5,Fall,12,21,1
Raffay_front_6,Fall,0,9,1
Raffay_front_6,Fall,2,11,1
Raffay_front_6,Fall,4,13,1
Raffay_front_6,Fall,6,15,1
Raffay_front_6,Fall,8,17,1
Raffay_front_6,Fall,10,19,1
Raffay_front_6,Fall,12,21,1
Raffay_front_7,Fall,0,9,1
Raffay_front_7,Fall,2,11,1
Raffay_front_7,Fall,4,13,1
Raffay_front_7,Fall,6,15,1
Raffay_front_7,Fall,8,17,1
Raffay_front_7,Fall,10,19,1
Raffay_front_7,Fall,12,21,1
Raffay_side_1,Fall,0,9,1
Raffay_side_1,Fall,2,11,1
Raffay_side_1,Fall,4,13,1
Raffay_side_1,Fall,6,15,1
Raffay_side_1,Fall,8,17,1
Raffay_side_1,Fall,10,19,1
Raffay_side_1,Fall,12,21,1
Raffay_side_2,Fall,0,9,1
Raffay_side_2,Fall,2,11,1
Raffay_side_2,Fall,4,13,1
Raffay_side_2,Fall,6,15,1
Raffay_side_2,Fall,8,17,1
Raffay_side_2,Fall,10,19,1
Raffay_side_2,Fall,12,21,1
Raffay_side_3,Fall,0,9,1
Raffay_side_3,Fall,2,11,1
Raffay_side_3,Fall,4,13,1
Raffay_side_3,Fall,6,15,1
Raffay_side_3,Fall,8,17,1
Raffay_side_3,Fall,10,19,1
Raffay_side_3,Fall,12,21,1
Raffay_side_4,Fall,0,9,1
Raffay_side_4,Fall,2,11,1
Raffay_side_4,Fall,4,13,1
Raffay_side_4,Fall,6,15,1
Raffay_side_4,Fall,8,17,1
Raffay_side_4,Fall,10,19,1
Raffay_side_4,Fall,12,21,1
Raffay_side_5,Fall,0,9,1
Raffay_side_5,Fall,2,11,1
Raffay_side_5,Fall,4,13,1
Raffay_side_5,Fall,6,15,1
Raffay_side_5,Fall,8,17,1
Raffay_side_5,Fall,10,19,1
Raffay_side_5,Fall,12,21,1
Towsif_back_1,Fall,0,9,1
Towsif_back_1,Fall,2,11,1
Towsif_back_1,Fall,4,13,1
Towsif_back_1,Fall,6,15,1
Towsif_back_1,Fall,8,17,1
Towsif_back_1,Fall,10,19,1
Towsif_back_1,Fall,12,21,1
Towsif_back_2,Fall,0,9,1
Towsif_back_2,Fall,2,11,1
Towsif_back_2,Fall,4,13,1
Towsif_back_2,Fall,6,15,1
Towsif_back_2,Fall,8,17,1
Towsif_back_2,Fall,10,19,1
Towsif_back_2,Fall,12,21,1
Towsif_back_3,Fall,0,9,1
Towsif_back_3,Fall,2,11,1
Towsif_back_3,Fall,4,13,1
Towsif_back_3,Fall,6,15,1
Towsif_back_3,Fall,8,17,1
Towsif_back_3,Fall,10,19,1
Towsif_back_3,Fall,12,21,1
Towsif_back_4,Fall,0,9,1
Towsif_back_4,Fall,2,11,1
Towsif_back_4,Fall,4,13,1
Towsif_back_4,Fall,6,15,1
Towsif_back_4,Fall,8,17,1
Towsif_back_4,Fall,10,19,1
Towsif_back_4,Fall,12,21,1
Towsif_back_4,Fall,14,23,1
Towsif_back_5,Fall,0,9,1
Towsif_back_5,Fall,2,11,1
Towsif_back_5,Fall,4,13,1
Towsif_back_5,Fall,6,15,1
Towsif_back_5,Fall,8,17,1
Towsif_back_5,Fall,10,19,1
Towsif_back_5,Fall,12,21,1
Towsif_front_1,Fall,0,9,1
Towsif_front_1,Fall,2,11,1
Towsif_front_1,Fall,4,13,1
Towsif_front_1,Fall,6,15,1
Towsif_front_1,Fall,8,17,1
Towsif_front_1,Fall,10,19,1
Towsif_front_1,Fall,12,21,1
Towsif_front_2,Fall,0,9,1
Towsif_front_2,Fall,2,11,1
Towsif_front_2,Fall,4,13,1
Towsif_front_2,Fall,6,15,1
Towsif_front_2,Fall,8,17,1
Towsif_front_2,Fall,10,19,1
Towsif_front_2,Fall,12,21,1
Towsif_front_3,Fall,0,9,1
Towsif_front_3,Fall,2,11,1
Towsif_front_3,Fall,4,13,1
Towsif_front_3,Fall,6,15,1
Towsif_front_3,Fall,8,17,1
Towsif_front_3,Fall,10,19,1
Towsif_front_3,Fall,12,21,1
Towsif_front_4,Fall,0,9,1
Towsif_front_4,Fall,2,11,1
Towsif_front_4,Fall,4,13,1
Towsif_front_4,Fall,6,15,1
Towsif_front_4,Fall,8,17,1
Towsif_front_4,Fall,10,19,1
Towsif_front_4,Fall,12,21,1
Towsif_front_5,Fall,0,9,1
Towsif_front_5,Fall,2,11,1
Towsif_front_5,Fall,4,13,1
Towsif_front_5,Fall,6,15,1
Towsif_front_5,Fall,8,17,1
Towsif_front_5,Fall,10,19,1
Towsif_front_5,Fall,12,21,1
Towsif_front_6,Fall,0,9,1
Towsif_front_6,Fall,2,11,1
Towsif_front_6,Fall,4,13,1
Towsif_front_6,Fall,6,15,1
Towsif_front_6,Fall,8,17,1
Towsif_front_6,Fall,10,19,1
Towsif_front_6,Fall,12,21,1
Towsif_front_7,Fall,0,9,1
Towsif_front_7,Fall,2,11,1
Towsif_front_7,Fall,4,13,1
Towsif_front_7,Fall,6,15,1
Towsif_front_7,Fall,8,17,1
Towsif_front_7,Fall,10,19,1
Towsif_front_7,Fall,12,21,1
Towsif_side_1,Fall,0,9,1
Towsif_side_1,Fall,2,11,1
Towsif_side_1,Fall,4,13,1
Towsif_side_1,Fall,6,15,1
Towsif_side_1,Fall,8,17,1
Towsif_side_1,Fall,10,19,1
Towsif_side_1,Fall,12,21,1
Towsif_side_2,Fall,0,9,1
Towsif_side_2,Fall,2,11,1
Towsif_side_2,Fall,4,13,1
Towsif_side_2,Fall,6,15,1
Towsif_side_2,Fall,8,17,1
Towsif_side_2,Fall,10,19,1
Towsif_side_2,Fall,12,21,1
Towsif_side_3,Fall,0,9,1
Towsif_side_3,Fall,2,11,1
Towsif_side_3,Fall,4,13,1
Towsif_side_3,Fall,6,15,1
Towsif_side_3,Fall,8,17,1
Towsif_side_3,Fall,10,19,1
Towsif_side_3,Fall,12,21,1
Towsif_side_4,Fall,0,9,1
Towsif_side_4,Fall,2,11,1
Towsif_side_4,Fall,4,13,1
Towsif_side_4,Fall,6,15,1
Towsif_side_4,Fall,8,17,1
Towsif_side_4,Fall,10,19,1
Towsif_side_4,Fall,12,21,1
Towsif_side_5,Fall,0,9,1
Towsif_side_5,Fall,2,11,1
Towsif_side_5,Fall,4,13,1
Towsif_side_5,Fall,6,15,1
Towsif_side_5,Fall,8,17,1
Towsif_side_5,Fall,10,19,1
Towsif_side_5,Fall,12,21,1
Areeb_bow_1,ADL,0,9,0
Areeb_bow_1,ADL,2,11,0
Areeb_bow_1,ADL,4,13,0
Areeb_bow_1,ADL,6,15,0
Areeb_bow_1,ADL,8,17,0
Areeb_bow_1,ADL,10,19,0
Areeb_bow_1,ADL,12,21,0
Areeb_bow_2,ADL,0,9,0
Areeb_bow_2,ADL,2,11,0
Areeb_bow_2,ADL,4,13,0
Areeb_bow_2,ADL,6,15,0
Areeb_bow_2,ADL,8,17,0
Areeb_bow_2,ADL,10,19,0
Areeb_bow_2,ADL,12,21,0
Areeb_bow_3,ADL,0,9,0
Areeb_bow_3,ADL,2,11,0
Areeb_bow_3,ADL,4,13,0
Areeb_bow_3,ADL,6,15,0
Areeb_bow_3,ADL,8,17,0
Areeb_bow_3,ADL,10,19,0
Areeb_bow_3,ADL,12,21,0
Areeb_bow_4,ADL,0,9,0
Areeb_bow_4,ADL,2,11,0
Areeb_bow_4,ADL,4,13,0
Areeb_bow_4,ADL,6,15,0
Areeb_bow_4,ADL,8,17,0
Areeb_bow_4,ADL,10,19,0
Areeb_bow_4,ADL,12,21,0
Areeb_bow_5,ADL,0,9,0
Areeb_bow_5,ADL,2,11,0
Areeb_bow_5,ADL,4,13,0
Areeb_bow_5,ADL,6,15,0
Areeb_bow_5,ADL,8,17,0
Areeb_bow_5,ADL,10,19,0
Areeb_bow_5,ADL,12,21,0
Areeb_squat_1,ADL,0,9,0
Areeb_squat_1,ADL,2,11,0
Areeb_squat_1,ADL,4,13,0
Areeb_squat_1,ADL,6,15,0
Areeb_squat_1,ADL,8,17,0
Areeb_squat_1,ADL,10,19,0
Areeb_squat_1,ADL,12,21,0
Areeb_squat_2,ADL,0,9,0
Areeb_squat_2,ADL,2,11,0
Areeb_squat_2,ADL,4,13,0
Areeb_squat_2,ADL,6,15,0
Areeb_squat_2,ADL,8,17,0
Areeb_squat_2,ADL,10,19,0
Areeb_squat_2,ADL,12,21,0
Areeb_squat_2,ADL,14,23,0
Areeb_squat_3,ADL,0,9,0
Areeb_squat_3,ADL,2,11,0
Areeb_squat_3,ADL,4,13,0
Areeb_squat_3,ADL,6,15,0
Areeb_squat_3,ADL,8,17,0
Areeb_squat_3,ADL,10,19,0
Areeb_squat_3,ADL,12,21,0
Areeb_squat_3,ADL,14,23,0
Areeb_squat_4,ADL,0,9,0
Areeb_squat_4,ADL,2,11,0
Areeb_squat_4,ADL,4,13,0
Areeb_squat_4,ADL,6,15,0
Areeb_squat_4,ADL,8,17,0
Areeb_squat_4,ADL,10,19,0
Areeb_squat_4,ADL,12,21,0
Areeb_squat_4,ADL,14,23,0
Areeb_squat_5,ADL,0,9,0
Areeb_squat_5,ADL,2,11,0
Areeb_squat_5,ADL,4,13,0
Areeb_squat_5,ADL,6,15,0
Areeb_squat_5,ADL,8,17,0
Areeb_squat_5,ADL,10,19,0
Areeb_squat_5,ADL,12,21,0
Areeb_walk_1,ADL,0,9,0
Areeb_walk_1,ADL,2,11,0
Areeb_walk_1,ADL,4,13,0
Areeb_walk_1,ADL,6,15,0
Areeb_walk_1,ADL,8,17,0
Areeb_walk_1,ADL,10,19,0
Areeb_walk_1,ADL,12,21,0
Areeb_walk_2,ADL,0,9,0
Areeb_walk_2,ADL,2,11,0
Areeb_walk_2,ADL,4,13,0
Areeb_walk_2,ADL,6,15,0
Areeb_walk_2,ADL,8,17,0
Areeb_walk_2,ADL,10,19,0
Areeb_walk_2,ADL,12,21,0
Areeb_walk_2,ADL,14,23,0
Areeb_walk_3,ADL,0,9,0
Areeb_walk_3,ADL,2,11,0
Areeb_walk_3,ADL,4,13,0
Areeb_walk_3,ADL,6,15,0
Areeb_walk_3,ADL,8,17,0
Areeb_walk_3,ADL,10,19,0
Areeb_walk_3,ADL,12,21,0
Areeb_walk_4,ADL,0,9,0
Areeb_walk_4,ADL,2,11,0
Areeb_walk_4,ADL,4,13,0
Areeb_walk_4,ADL,6,15,0
Areeb_walk_4,ADL,8,17,0
Areeb_walk_4,ADL,10,19,0
Areeb_walk_4,ADL,12,21,0
Areeb_walk_5,ADL,0,9,0
Areeb_walk_5,ADL,2,11,0
Areeb_walk_5,ADL,4,13,0
Areeb_walk_5,ADL,6,15,0
Areeb_walk_5,ADL,8,17,0
Areeb_walk_5,ADL,10,19,0
Areeb_walk_5,ADL,12,21,0
Areeb_walk_5,ADL,14,23,0
Areeb_walk_6,ADL,0,9,0
Areeb_walk_6,ADL,2,11,0
Areeb_walk_6,ADL,4,13,0
Areeb_walk_6,ADL,6,15,0
Areeb_walk_6,ADL,8,17,0
Areeb_walk_6,ADL,10,19,0
Areeb_walk_6,ADL,12,21,0
Areeb_walk_7,ADL,0,9,0
Areeb_walk_7,ADL,2,11,0
Areeb_walk_7,ADL,4,13,0
Areeb_walk_7,ADL,6,15,0
Areeb_walk_7,ADL,8,17,0
Areeb_walk_7,ADL,10,19,0
Areeb_walk_7,ADL,12,21,0
Raffay_bow_1,ADL,0,9,0
Raffay_bow_1,ADL,2,11,0
Raffay_bow_1,ADL,4,13,0
Raffay_bow_1,ADL,6,15,0
Raffay_bow_1,ADL,8,17,0
Raffay_bow_1,ADL,10,19,0
Raffay_bow_1,ADL,12,21,0
Raffay_bow_2,ADL,0,9,0
Raffay_bow_2,ADL,2,11,0
Raffay_bow_2,ADL,4,13,0
Raffay_bow_2,ADL,6,15,0
Raffay_bow_2,ADL,8,17,0
Raffay_bow_2,ADL,10,19,0
Raffay_bow_2,ADL,12,21,0
Raffay_bow_3,ADL,0,9,0
Raffay_bow_3,ADL,2,11,0
Raffay_bow_3,ADL,4,13,0
Raffay_bow_3,ADL,6,15,0
Raffay_bow_3,ADL,8,17,0
Raffay_bow_3,ADL,10,19,0
Raffay_bow_3,ADL,12,21,0
Raffay_bow_4,ADL,0,9,0
Raffay_bow_4,ADL,2,11,0
Raffay_bow_4,ADL,4,13,0
Raffay_bow_4,ADL,6,15,0
Raffay_bow_4,ADL,8,17,0
Raffay_bow_4,ADL,10,19,0
Raffay_bow_4,ADL,12,21,0
Raffay_bow_5,ADL,0,9,0
Raffay_bow_5,ADL,2,11,0
Raffay_bow_5,ADL,4,13,0
Raffay_bow_5,ADL,6,15,0
Raffay_bow_5,ADL,8,17,0
Raffay_bow_5,ADL,10,19,0
Raffay_bow_5,ADL,12,21,0
Raffay_squat_1,ADL,0,9,0
Raffay_squat_1,ADL,2,11,0
Raffay_squat_1,ADL,4,13,0
Raffay_squat_1,ADL,6,15,0
Raffay_squat_1,ADL,8,17,0
Raffay_squat_1,ADL,10,19,0
Raffay_squat_1,ADL,12,21,0
Raffay_squat_2,ADL,0,9,0
Raffay_squat_2,ADL,2,11,0
Raffay_squat_2,ADL,4,13,0
Raffay_squat_2,ADL,6,15,0
Raffay_squat_2,ADL,8,17,0
Raffay_squat_2,ADL,10,19,0
Raffay_squat_2,ADL,12,21,0
Raffay_squat_3,ADL,0,9,0
Raffay_squat_3,ADL,2,11,0
Raffay_squat_3,ADL,4,13,0
Raffay_squat_3,ADL,6,15,0
Raffay_squat_3,ADL,8,17,0
Raffay_squat_3,ADL,10,19,0
Raffay_squat_3,ADL,12,21,0
Raffay_squat_4,ADL,0,9,0
Raffay_squat_4,ADL,2,11,0
Raffay_squat_4,ADL,4,13,0
Raffay_squat_4,ADL,6,15,0
Raffay_squat_4,ADL,8,17,0
Raffay_squat_4,ADL,10,19,0
Raffay_squat_4,ADL,12,21,0
Raffay_squat_5,ADL,0,9,0
Raffay_squat_5,ADL,2,11,0
Raffay_squat_5,ADL,4,13,0
Raffay_squat_5,ADL,6,15,0
Raffay_squat_5,ADL,8,17,0
Raffay_squat_5,ADL,10,19,0
Raffay_squat_5,ADL,12,21,0
Raffay_walk_1,ADL,0,9,0
Raffay_walk_1,ADL,2,11,0
Raffay_walk_1,ADL,4,13,0
Raffay_walk_1,ADL,6,15,0
Raffay_walk_1,ADL,8,17,0
Raffay_walk_1,ADL,10,19,0
Raffay_walk_1,ADL,12,21,0
Raffay_walk_2,ADL,0,9,0
Raffay_walk_2,ADL,2,11,0
Raffay_walk_2,ADL,4,13,0
Raffay_walk_2,ADL,6,15,0
Raffay_walk_2,ADL,8,17,0
Raffay_walk_2,ADL,10,19,0
Raffay_walk_2,ADL,12,21,0
Raffay_walk_3,ADL,0,9,0
Raffay_walk_3,ADL,2,11,0
Raffay_walk_3,ADL,4,13,0
Raffay_walk_3,ADL,6,15,0
Raffay_walk_3,ADL,8,17,0
Raffay_walk_3,ADL,10,19,0
Raffay_walk_3,ADL,12,21,0
Raffay_walk_4,ADL,0,9,0
Raffay_walk_4,ADL,2,11,0
Raffay_walk_4,ADL,4,13,0
Raffay_walk_4,ADL,6,15,0
Raffay_walk_4,ADL,8,17,0
Raffay_walk_4,ADL,10,19,0
Raffay_walk_4,ADL,12,21,0
Raffay_walk_5,ADL,0,9,0
Raffay_walk_5,ADL,2,11,0
Raffay_walk_5,ADL,4,13,0
Raffay_walk_5,ADL,6,15,0
Raffay_walk_5,ADL,8,17,0
Raffay_walk_5,ADL,10,19,0
Raffay_walk_5,ADL,12,21,0
Raffay_walk_6,ADL,0,9,0
Raffay_walk_6,ADL,2,11,0
Raffay_walk_6,ADL,4,13,0
Raffay_walk_6,ADL,6,15,0
Raffay_walk_6,ADL,8,17,0
Raffay_walk_6,ADL,10,19,0
Raffay_walk_6,ADL,12,21,0
Raffay_walk_7,ADL,0,9,0
Raffay_walk_7,ADL,2,11,0
Raffay_walk_7,ADL,4,13,0
Raffay_walk_7,ADL,6,15,0
Raffay_walk_7,ADL,8,17,0
Raffay_walk_7,ADL,10,19,0
Raffay_walk_7,ADL,12,21,0
Towsif_bow_1,ADL,0,9,0
Towsif_bow_1,ADL,2,11,0
Towsif_bow_1,ADL,4,13,0
Towsif_bow_1,ADL,6,15,0
Towsif_bow_1,ADL,8,17,0
Towsif_bow_1,ADL,10,19,0
Towsif_bow_1,ADL,12,21,0
Towsif_bow_2,ADL,0,9,0
Towsif_bow_2,ADL,2,11,0
Towsif_bow_2,ADL,4,13,0
Towsif_bow_2,ADL,6,15,0
Towsif_bow_2,ADL,8,17,0
Towsif_bow_2,ADL,10,19,0
Towsif_bow_2,ADL,12,21,0
Towsif_bow_3,ADL,0,9,0
Towsif_bow_3,ADL,2,11,0
Towsif_bow_3,ADL,4,13,0
Towsif_bow_3,ADL,6,15,0
Towsif_bow_3,ADL,8,17,0
Towsif_bow_3,ADL,10,19,0
Towsif_bow_3,ADL,12,21,0
Towsif_bow_4,ADL,0,9,0
Towsif_bow_4,ADL,2,11,0
Towsif_bow_4,ADL,4,13,0
Towsif_bow_4,ADL,6,15,0
Towsif_bow_4,ADL,8,17,0
Towsif_bow_4,ADL,10,19,0
Towsif_bow_4,ADL,12,21,0
Towsif_bow_5,ADL,0,9,0
Towsif_bow_5,ADL,2,11,0
Towsif_bow_5,ADL,4,13,0
Towsif_bow_5,ADL,6,15,0
Towsif_bow_5,ADL,8,17,0
Towsif_bow_5,ADL,10,19,0
Towsif_bow_5,ADL,12,21,0
Towsif_squat_1,ADL,0,9,0
Towsif_squat_1,ADL,2,11,0
Towsif_squat_1,ADL,4,13,0
Towsif_squat_1,ADL,6,15,0
Towsif_squat_1,ADL,8,17,0
Towsif_squat_1,ADL,10,19,0
Towsif_squat_1,ADL,12,21,0
Towsif_squat_1,ADL,14,23,0
Towsif_squat_2,ADL,0,9,0
Towsif_squat_2,ADL,2,11,0
Towsif_squat_2,ADL,4,13,0
Towsif_squat_2,ADL,6,15,0
Towsif_squat_2,ADL,8,17,0
Towsif_squat_2,ADL,10,19,0
Towsif_squat_2,ADL,12,21,0
Towsif_squat_2,ADL,14,23,0
Towsif_squat_3,ADL,0,9,0
Towsif_squat_3,ADL,2,11,0
Towsif_squat_3,ADL,4,13,0
Towsif_squat_3,ADL,6,15,0
Towsif_squat_3,ADL,8,17,0
Towsif_squat_3,ADL,10,19,0
Towsif_squat_3,ADL,12,21,0
Towsif_squat_4,ADL,0,9,0
Towsif_squat_4,ADL,2,11,0
Towsif_squat_4,ADL,4,13,0
Towsif_squat_4,ADL,6,15,0
Towsif_squat_4,ADL,8,17,0
Towsif_squat_4,ADL,10,19,0
Towsif_squat_4,ADL,12,21,0
Towsif_squat_5,ADL,0,9,0
Towsif_squat_5,ADL,2,11,0
Towsif_squat_5,ADL,4,13,0
Towsif_squat_5,ADL,6,15,0
Towsif_squat_5,ADL,8,17,0
Towsif_squat_5,ADL,10,19,0
Towsif_squat_5,ADL,12,21,0
Towsif_walk_1,ADL,0,9,0
Towsif_walk_1,ADL,2,11,0
Towsif_walk_1,ADL,4,13,0
Towsif_walk_1,ADL,6,15,0
Towsif_walk_1,ADL,8,17,0
Towsif_walk_1,ADL,10,19,0
Towsif_walk_1,ADL,12,21,0
Towsif_walk_2,ADL,0,9,0
Towsif_walk_2,ADL,2,11,0
Towsif_walk_2,ADL,4,13,0
Towsif_walk_2,ADL,6,15,0
Towsif_walk_2,ADL,8,17,0
Towsif_walk_2,ADL,10,19,0
Towsif_walk_2,ADL,12,21,0
Towsif_walk_3,ADL,0,9,0
Towsif_walk_3,ADL,2,11,0
Towsif_walk_3,ADL,4,13,0
Towsif_walk_3,ADL,6,15,0
Towsif_walk_3,ADL,8,17,0
Towsif_walk_3,ADL,10,19,0
Towsif_walk_3,ADL,12,21,0
Towsif_walk_4,ADL,0,9,0
Towsif_walk_4,ADL,2,11,0
Towsif_walk_4,ADL,4,13,0
Towsif_walk_4,ADL,6,15,0
Towsif_walk_4,ADL,8,17,0
Towsif_walk_4,ADL,10,19,0
Towsif_walk_4,ADL,12,21,0
Towsif_walk_5,ADL,0,9,0
Towsif_walk_5,ADL,2,11,0
Towsif_walk_5,ADL,4,13,0
Towsif_walk_5,ADL,6,15,0
Towsif_walk_5,ADL,8,17,0
Towsif_walk_5,ADL,10,19,0
Towsif_walk_5,ADL,12,21,0
Towsif_walk_6,ADL,0,9,0
Towsif_walk_6,ADL,2,11,0
