file,start_frame,end_frame,label,height_drop
DS2_b_01,6888,6897,0,-0.24
DS2_b_01,6915,6924,0,0.22
DS2_b_01,7053,7062,0,-0.01
DS2_b_01,7083,7092,0,-0.17
DS2_b_01,7227,7236,0,0.08
DS2_b_01,7308,7317,0,-0.01
DS2_b_01,7452,7461,0,0.08
DS2_b_01,7506,7515,0,0.05
DS2_b_01,7701,7710,0,0.02
DS2_b_01,7845,7854,0,0.12
DS2_b_01,7908,7917,0,-0.16
DS2_b_01,7971,7980,0,0.02
DS2_b_01,8259,8268,0,0.18
DS2_b_01,8322,8331,0,0.02
DS2_b_01,8424,8433,0,0.15
DS2_b_01,8451,8460,0,-0.02
DS2_b_01,8499,8508,0,-0.06
DS2_b_01,8535,8544,0,0.0
DS2_b_01,8541,8550,0,0.43
DS2_b_01,8544,8553,0,0.52
DS2_b_01,8814,8823,0,-0.06
DS2_b_01,8832,8841,0,0.01
DS2_b_01,8976,8985,0,-0.0
DS2_b_01,8982,8991,0,-0.0
DS2_b_01,9405,9414,0,0.09
DS2_b_01,9459,9468,0,0.2
DS2_b_01,9471,9480,0,0.02
DS2_b_01,9537,9546,0,-0.04
DS2_b_01,9555,9564,0,-0.02
DS2_b_01,9657,9666,0,0.31
DS2_b_01,9780,9789,0,-0.1
DS2_b_01,9813,9822,0,-0.02
DS2_b_01,9840,9849,0,0.02
DS2_b_01,9870,9879,0,0.02
DS2_b_01,10029,10038,0,-0.01
DS2_bf_01,21,30,0,0.06
DS2_bf_01,96,105,0,-0.06
DS2_bf_01,111,120,0,0.02
DS2_bf_01,135,144,0,0.01
DS2_bf_01,174,183,1,-0.13
DS2_bf_01,177,186,1,-0.2
DS2_bf_01,180,189,1,-0.11
DS2_bf_01,183,192,1,-0.12
DS2_bf_01,186,195,1,0.39
DS2_bf_01,189,198,1,0.61
DS2_bf_01,192,201,1,0.82
DS2_bf_01,195,204,1,0.56
DS2_bf_01,198,207,1,0.29
DS2_bf_01,201,210,1,-0.0
DS2_bf_01,396,405,1,0.12
DS2_bf_01,399,408,1,-0.16
DS2_bf_01,402,411,1,0.02
DS2_bf_01,405,414,1,0.02
DS2_bf_01,408,417,1,0.39
DS2_bf_01,411,420,1,0.69
DS2_bf_01,414,423,1,1.02
DS2_bf_01,417,426,1,0.6
DS2_bf_01,420,429,1,0.12
DS2_bf_01,423,432,1,-0.38
DS2_bf_01,513,522,0,0.08
DS2_bf_01,630,639,1,0.04
DS2_bf_01,633,642,1,-0.17
DS2_bf_01,636,645,1,-0.29
DS2_bf_01,639,648,1,-0.04
DS2_bf_01,642,651,1,0.56
DS2_bf_01,645,654,1,0.88
DS2_bf_01,648,657,1,0.94
DS2_bf_01,651,660,1,0.46
DS2_bf_01,654,663,1,0.05
DS2_bf_01,657,666,1,-0.27
DS2_bf_01,666,675,0,0.06
DS2_bf_01,690,699,0,-0.02
DS2_bf_01,894,903,0,-0.16
DS2_bf_01,969,978,1,-0.14
DS2_bf_01,972,981,1,0.14
DS2_bf_01,975,984,1,0.31
DS2_bf_01,978,987,1,0.72
DS2_bf_01,981,990,1,0.9
DS2_bf_01,984,993,1,0.75
DS2_bf_01,987,996,1,0.21
DS2_bf_01,990,999,1,-0.18
DS2_bf_01,993,1002,1,-0.23
DS2_bf_01,996,1005,1,-0.13
DS2_bf_01,1092,1101,0,0.0
DS2_bf_01,1299,1308,0,-0.0
DS2_bf_01,1314,1323,1,0.15
DS2_bf_01,1317,1326,1,-0.07
DS2_bf_01,1320,1329,1,-0.17
DS2_bf_01,1323,1332,1,0.05
DS2_bf_01,1326,1335,1,0.58
DS2_bf_01,1329,1338,1,1.01
DS2_bf_01,1332,1341,1,0.79
DS2_bf_01,1335,1344,1,0.35
DS2_bf_01,1338,1347,1,-0.19
DS2_bf_01,1341,1350,1,-0.35
DS2_bf_01,1428,1437,0,0.11
DS2_bf_02,48,57,0,-0.08
DS2_bf_02,51,60,0,-0.02
DS2_bf_02,93,102,0,0.04
DS2_bf_02,162,171,1,-0.01
DS2_bf_02,165,174,1,-0.0
DS2_bf_02,168,177,1,-0.02
DS2_bf_02,171,180,1,0.27
DS2_bf_02,174,183,1,0.65
DS2_bf_02,177,186,1,0.95
DS2_bf_02,180,189,1,0.76
DS2_bf_02,183,192,1,-0.02
DS2_bf_02,186,195,1,-0.34
DS2_bf_02,189,198,1,-0.36
DS2_bf_02,252,261,0,0.15
DS2_bf_02,318,327,0,0.18
DS2_bf_02,381,390,0,-0.17
DS2_bf_02,438,447,1,-0.0
DS2_bf_02,441,450,1,-0.02
DS2_bf_02,444,453,1,-0.04
DS2_bf_02,447,456,1,0.26
DS2_bf_02,450,459,1,0.61
DS2_bf_02,453,462,1,0.88
DS2_bf_02,456,465,1,0.78
DS2_bf_02,459,468,1,0.33
DS2_bf_02,462,471,1,-0.21
DS2_bf_02,465,474,1,-0.39
DS2_bf_02,567,576,0,0.14
DS2_bf_02,582,591,0,0.2
DS2_bf_02,729,738,1,-0.1
DS2_bf_02,732,741,1,-0.13
DS2_bf_02,735,744,1,0.13
DS2_bf_02,738,747,1,0.44
DS2_bf_02,741,750,1,0.66
DS2_bf_02,744,753,1,0.87
DS2_bf_02,747,756,1,0.68
DS2_bf_02,750,759,1,0.26
DS2_bf_02,753,762,1,-0.3
DS2_bf_02,756,765,1,-0.43
DS2_bf_02,876,885,0,0.18
DS2_bf_02,951,960,1,0.06
DS2_bf_02,954,963,1,-0.06
DS2_bf_02,957,966,1,0.09
DS2_bf_02,960,969,1,0.3
DS2_bf_02,963,972,1,1.05
DS2_bf_02,966,975,1,0.82
DS2_bf_02,969,978,1,0.44
DS2_bf_02,972,981,1,-0.29
DS2_bf_02,975,984,1,-0.41
DS2_bf_02,978,987,1,-0.16
DS2_bf_02,1143,1152,0,-0.09
DS2_bf_02,1155,1164,1,0.11
DS2_bf_02,1158,1167,1,-0.04
DS2_bf_02,1161,1170,1,-0.07
DS2_bf_02,1164,1173,1,0.16
DS2_bf_02,1167,1176,1,0.52
DS2_bf_02,1170,1179,1,0.94
DS2_bf_02,1173,1182,1,0.71
DS2_bf_02,1176,1185,1,0.2
DS2_bf_02,1179,1188,1,-0.12
DS2_bf_02,1182,1191,1,-0.25
DS2_bf_03,129,138,0,0.15
DS2_bf_03,138,147,0,0.09
DS2_bf_03,180,189,1,0.16
DS2_bf_03,183,192,1,0.2
DS2_bf_03,186,195,1,0.0
DS2_bf_03,189,198,1,-0.0
DS2_bf_03,192,201,1,0.29
DS2_bf_03,195,204,1,0.63
DS2_bf_03,198,207,1,0.86
DS2_bf_03,201,210,1,0.58
DS2_bf_03,204,213,1,0.28
DS2_bf_03,207,216,1,-0.19
DS2_bf_03,237,246,0,-0.13
DS2_bf_03,270,279,0,0.0
DS2_bf_03,291,300,0,0.09
DS2_bf_03,405,414,1,-0.02
DS2_bf_03,408,417,1,-0.08
DS2_bf_03,411,420,1,-0.12
DS2_bf_03,414,423,1,-0.01
DS2_bf_03,417,426,1,0.12
DS2_bf_03,420,429,1,0.51
DS2_bf_03,423,432,1,0.7
DS2_bf_03,426,435,1,0.74
DS2_bf_03,429,438,1,0.46
DS2_bf_03,432,441,1,0.2
DS2_bf_03,600,609,1,0.06
DS2_bf_03,603,612,1,0.24
DS2_bf_03,606,615,1,0.13
DS2_bf_03,609,618,1,0.27
DS2_bf_03,612,621,1,0.2
DS2_bf_03,615,624,1,0.3
DS2_bf_03,618,627,1,0.45
DS2_bf_03,621,630,1,0.45
DS2_bf_03,624,633,1,0.33
DS2_bf_03,627,636,1,0.04
DS2_bf_03,735,744,0,-0.08
DS2_bf_03,834,843,1,0.08
DS2_bf_03,837,846,1,0.21
DS2_bf_03,840,849,1,0.14
DS2_bf_03,843,852,1,0.22
DS2_bf_03,846,855,1,0.31
DS2_bf_03,849,858,1,0.6
DS2_bf_03,852,861,1,0.23
DS2_bf_03,855,864,1,0.08
DS2_bf_03,858,867,1,-0.02
DS2_bf_03,861,870,1,0.19
DS2_bf_03,927,936,0,0.19
DS2_bf_03,978,987,0,-0.12
DS2_bf_03,1107,1116,0,0.12
DS2_bf_03,1110,1119,1,-0.13
DS2_bf_03,1113,1122,1,-0.2
DS2_bf_03,1116,1125,1,-0.14
DS2_bf_03,1119,1128,1,0.22
DS2_bf_03,1122,1131,1,0.72
DS2_bf_03,1125,1134,1,1.1
DS2_bf_03,1128,1137,1,0.7
DS2_bf_03,1131,1140,1,0.13
DS2_bf_03,1134,1143,1,-0.45
DS2_bf_03,1137,1146,1,-0.32
DS2_bf_03,1197,1206,1,0.52
DS2_bf_03,1209,1218,0,-0.06
DS2_bf_03,1257,1266,0,0.16
DS2_bf_03,1269,1278,0,0.15
DS2_bf_03,1335,1344,0,0.02
DS2_bf_03,1338,1347,0,-0.03
DS2_bf_03,1395,1404,0,-0.14
DS2_c_01,135,144,0,-0.23
DS2_c_01,288,297,0,0.01
DS2_c_01,321,330,0,0.19
DS2_c_01,375,384,0,0.12
DS2_c_01,387,396,0,-0.04
DS2_c_01,582,591,0,-0.04
DS2_c_01,591,600,0,0.49
DS2_c_01,642,651,0,-0.01
DS2_c_01,819,828,0,0.03
DS2_c_01,1140,1149,0,-0.01
DS2_c_01,1239,1248,0,0.1
DS2_c_01,1350,1359,0,0.17
DS2_c_01,1506,1515,0,0.04
DS2_c_01,1518,1527,0,0.02
DS2_c_01,1659,1668,0,0.03
DS2_c_01,1746,1755,0,-0.08
DS2_c_01,2397,2406,0,-0.13
DS2_c_01,2469,2478,0,-0.01
DS2_c_01,2475,2484,0,-0.05
DS2_c_02,99,108,0,0.07
DS2_c_02,132,141,0,-0.08
DS2_c_02,159,168,0,-0.19
DS2_c_02,183,192,0,0.04
DS2_c_02,225,234,0,-0.09
DS2_c_02,294,303,0,-0.11
DS2_c_02,363,372,0,0.42
DS2_c_02,375,384,0,-0.26
DS2_c_02,534,543,0,-0.24
DS2_c_02,705,714,0,-0.08
DS2_c_02,771,780,0,0.02
DS2_c_02,891,900,0,0.15
DS2_c_02,921,930,0,-0.14
DS2_c_02,1005,1014,0,-0.11
DS2_c_02,1176,1185,0,-0.24
DS2_c_02,1185,1194,0,-0.02
DS2_c_02,1227,1236,0,-0.01
DS2_c_02,1245,1254,0,-0.18
DS2_c_02,1563,1572,0,-0.09
DS2_c_02,1716,1725,0,-0.04
DS2_c_02,1725,1734,0,0.19
DS2_c_02,1947,1956,0,0.63
DS2_c_02,2082,2091,0,-0.05
DS2_c_02,2091,2100,0,-0.74
DS2_c_02,2178,2187,0,-0.34
DS2_c_02,2229,2238,0,-0.27
DS2_c_02,2280,2289,0,-0.23
DS2_c_02,2490,2499,0,0.21
DS2_c_02,2505,2514,0,-0.24
DS2_c_02,2571,2580,0,0.09
DS2_c_03,81,90,0,0.04
DS2_c_03,222,231,0,-0.34
DS2_c_03,237,246,0,0.01
DS2_c_03,363,372,0,0.13
DS2_c_03,564,573,0,-0.07
DS2_c_03,696,705,0,-0.16
DS2_c_03,786,795,0,-0.09
DS2_c_03,789,798,0,-0.2
DS2_c_03,1170,1179,0,0.85
DS2_c_03,1287,1296,0,0.01
DS2_c_03,1377,1386,0,-0.32
DS2_c_03,1620,1629,0,0.03
DS2_c_04,396,405,0,0.01
DS2_c_04,450,459,0,0.07
DS2_c_04,558,567,0,0.35
DS2_c_04,561,570,0,0.46
DS2_c_04,963,972,0,-0.19
DS2_c_04,1008,1017,0,-0.04
DS2_c_04,1116,1125,0,-0.05
DS2_c_04,1146,1155,0,-0.09
DS2_c_04,1197,1206,0,-0.01
DS2_c_04,1374,1383,0,0.05
DS2_c_04,1443,1452,0,0.17
DS2_c_04,1464,1473,0,-0.01
DS2_c_04,1488,1497,0,-0.65
DS2_c_04,1500,1509,0,0.09
DS2_c_04,1731,1740,0,0.1
DS2_c_05,96,105,0,-0.17
DS2_c_05,252,261,0,-0.06
DS2_c_05,354,363,0,-0.01
DS2_c_05,489,498,0,0.01
DS2_c_05,612,621,0,-0.18
DS2_c_05,735,744,0,0.02
DS2_c_05,1062,1071,0,0.06
DS2_c_05,1110,1119,0,0.06
DS2_c_05,1116,1125,0,0.12
DS2_c_05,1344,1353,0,-0.37
DS2_c_05,1356,1365,0,0.36
DS2_c_05,1362,1371,0,0.01
DS2_c_05,1614,1623,0,0.21
DS2_c_05,1623,1632,0,-0.01
DS2_c_05,1626,1635,0,-0.01
DS2_c_05,1632,1641,0,0.15
DS2_c_05,1707,1716,0,-0.41
DS2_c_05,1944,1953,0,-0.15
DS2_c_05,2034,2043,0,0.12
DS2_c_05,2037,2046,0,0.19
DS2_c_05,2067,2076,0,0.19
DS2_ff_01,30,39,0,0.03
DS2_ff_01,93,102,1,0.27
DS2_ff_01,96,105,1,0.2
DS2_ff_01,99,108,1,0.1
DS2_ff_01,102,111,1,0.01
DS2_ff_01,105,114,1,0.61
DS2_ff_01,108,117,1,1.13
DS2_ff_01,111,120,1,1.12
DS2_ff_01,114,123,1,0.47
DS2_ff_01,117,126,1,-0.43
DS2_ff_01,120,129,1,-0.62
DS2_ff_01,249,258,0,-0.05
DS2_ff_01,351,360,1,-0.05
DS2_ff_01,354,363,1,0.13
DS2_ff_01,357,366,1,0.06
DS2_ff_01,360,369,1,0.18
DS2_ff_01,363,372,1,0.63
DS2_ff_01,366,375,1,1.15
DS2_ff_01,369,378,1,0.33
DS2_ff_01,372,381,1,-0.49
DS2_ff_01,375,384,1,-1.31
DS2_ff_01,378,387,1,-0.53
DS2_ff_01,402,411,0,-0.08
DS2_ff_01,501,510,0,-0.15
DS2_ff_01,546,555,0,-0.12
DS2_ff_01,609,618,1,-0.08
DS2_ff_01,612,621,1,-0.17
DS2_ff_01,615,624,1,-0.02
DS2_ff_01,618,627,1,0.54
DS2_ff_01,621,630,1,0.85
DS2_ff_01,624,633,1,0.73
DS2_ff_01,627,636,1,0.17
DS2_ff_01,630,639,1,-0.41
DS2_ff_01,633,642,1,-0.57
DS2_ff_01,636,645,1,-0.67
DS2_ff_01,651,660,0,0.1
DS2_ff_01,747,756,0,-0.04
DS2_ff_01,861,870,0,-0.0
DS2_ff_01,873,882,1,0.08
DS2_ff_01,876,885,1,0.2
DS2_ff_01,879,888,1,0.09
DS2_ff_01,882,891,1,0.3
DS2_ff_01,885,894,1,0.66
DS2_ff_01,888,897,1,1.05
DS2_ff_01,891,900,1,0.9
DS2_ff_01,894,903,1,0.26
DS2_ff_01,897,906,1,-0.31
DS2_ff_01,900,909,1,-0.52
DS2_ff_01,1029,1038,0,-0.03
DS2_ff_01,1071,1080,0,-0.23
DS2_ff_01,1086,1095,0,0.12
DS2_ff_01,1170,1179,1,-0.11
DS2_ff_01,1173,1182,1,-0.06
DS2_ff_01,1176,1185,1,0.1
DS2_ff_01,1179,1188,1,0.49
DS2_ff_01,1182,1191,1,0.95
DS2_ff_01,1185,1194,1,1.12
DS2_ff_01,1188,1197,1,0.48
DS2_ff_01,1191,1200,1,-0.12
DS2_ff_01,1194,1203,1,-0.44
DS2_ff_01,1197,1206,1,-0.14
DS2_ff_02,6,15,0,-0.24
DS2_ff_02,15,24,0,0.03
DS2_ff_02,195,204,0,-0.13
DS2_ff_02,216,225,1,-0.04
DS2_ff_02,219,228,1,-0.08
DS2_ff_02,222,231,1,-0.04
DS2_ff_02,225,234,1,0.05
DS2_ff_02,228,237,1,0.71
DS2_ff_02,231,240,1,1.25
DS2_ff_02,234,243,1,0.95
DS2_ff_02,237,246,1,0.19
DS2_ff_02,240,249,1,-0.61
DS2_ff_02,243,252,1,-0.29
DS2_ff_02,312,321,0,-0.11
DS2_ff_02,327,336,0,0.05
DS2_ff_02,432,441,0,-0.06
DS2_ff_02,492,501,1,-0.06
DS2_ff_02,495,504,1,-0.09
DS2_ff_02,498,507,1,0.02
DS2_ff_02,501,510,1,0.16
DS2_ff_02,504,513,1,0.71
DS2_ff_02,507,516,1,1.24
DS2_ff_02,510,519,1,1.24
DS2_ff_02,513,522,1,0.35
DS2_ff_02,516,525,1,-0.4
DS2_ff_02,519,528,1,-0.46
DS2_ff_02,573,582,0,-0.11
DS2_ff_02,633,642,0,0.12
DS2_ff_02,660,669,0,0.05
DS2_ff_02,927,936,1,-0.06
DS2_ff_02,930,939,1,-0.04
DS2_ff_02,933,942,1,-0.03
DS2_ff_02,936,945,1,0.63
DS2_ff_02,939,948,1,1.33
DS2_ff_02,942,951,1,1.22
DS2_ff_02,945,954,1,0.44
DS2_ff_02,948,957,1,-0.39
DS2_ff_02,951,960,1,-0.45
DS2_ff_02,954,963,1,-0.22
DS2_ff_02,1002,1011,0,0.08
DS2_ff_02,1008,1017,0,0.19
DS2_ff_02,1203,1212,1,0.1
DS2_ff_02,1206,1215,1,-0.02
DS2_ff_02,1209,1218,1,0.03
DS2_ff_02,1212,1221,1,0.01
DS2_ff_02,1215,1224,1,0.44
DS2_ff_02,1218,1227,1,0.91
DS2_ff_02,1221,1230,1,1.31
DS2_ff_02,1224,1233,1,0.75
DS2_ff_02,1227,1236,1,0.05
DS2_ff_02,1230,1239,1,-0.48
DS2_ff_02,1341,1350,0,-0.04
DS2_ff_02,1350,1359,0,0.03
DS2_ff_02,1371,1380,0,-0.29
DS2_ff_02,1467,1476,1,-0.05
DS2_ff_02,1470,1479,1,-0.04
DS2_ff_02,1473,1482,1,0.04
DS2_ff_02,1476,1485,1,0.4
DS2_ff_02,1479,1488,1,1.17
DS2_ff_02,1482,1491,1,0.74
DS2_ff_02,1485,1494,1,0.16
DS2_ff_02,1488,1497,1,-0.89
DS2_ff_02,1491,1500,1,-0.74
DS2_ff_02,1494,1503,1,-0.62
DS2_ff_02,1557,1566,0,0.06
DS2_ff_02,1560,1569,0,0.13
DS2_ff_02,1575,1584,0,-0.12
DS2_ff_02,1578,1587,0,0.05
DS2_ff_02,1668,1677,0,-0.03
DS2_ff_02,1809,1818,0,-0.24
DS2_ff_02,1815,1824,0,0.03
DS2_ff_03,156,165,0,-0.14
DS2_ff_03,171,180,0,0.15
DS2_ff_03,186,195,0,-0.06
DS2_ff_03,198,207,1,-0.22
DS2_ff_03,201,210,1,0.06
DS2_ff_03,204,213,1,0.0
DS2_ff_03,207,216,1,-0.01
DS2_ff_03,210,219,1,0.35
DS2_ff_03,213,222,1,0.94
DS2_ff_03,216,225,1,1.32
DS2_ff_03,219,228,1,0.75
DS2_ff_03,222,231,1,-0.06
DS2_ff_03,225,234,1,-0.36
DS2_ff_03,276,285,0,0.13
DS2_ff_03,279,288,0,0.05
DS2_ff_03,306,315,0,-0.09
DS2_ff_03,309,318,0,-0.01
DS2_ff_03,330,339,0,0.0
DS2_ff_03,387,396,0,0.01
DS2_ff_03,567,576,1,-0.04
DS2_ff_03,570,579,1,-0.06
DS2_ff_03,573,582,1,0.25
DS2_ff_03,576,585,1,0.86
DS2_ff_03,579,588,1,1.11
DS2_ff_03,582,591,1,0.69
DS2_ff_03,585,594,1,0.08
DS2_ff_03,588,597,1,-0.25
DS2_ff_03,591,600,1,-0.27
DS2_ff_03,645,654,0,0.19
DS2_ff_03,816,825,0,-0.03
DS2_ff_03,852,861,1,-0.03
DS2_ff_03,855,864,1,-0.04
DS2_ff_03,858,867,1,0.15
DS2_ff_03,861,870,1,0.32
DS2_ff_03,864,873,1,0.96
DS2_ff_03,867,876,1,0.32
DS2_ff_03,870,879,1,-0.18
DS2_ff_03,873,882,1,-0.99
DS2_ff_03,876,885,1,-0.38
DS2_ff_03,879,888,1,-0.2
DS2_ff_03,933,942,0,0.1
DS2_ff_03,1038,1047,0,-0.06
DS2_ff_03,1104,1113,1,-0.03
DS2_ff_03,1107,1116,1,0.05
DS2_ff_03,1110,1119,1,0.08
DS2_ff_03,1113,1122,1,0.55
DS2_ff_03,1116,1125,1,1.03
DS2_ff_03,1119,1128,1,1.03
DS2_ff_03,1122,1131,1,0.62
DS2_ff_03,1125,1134,1,-0.04
DS2_ff_03,1128,1137,1,-0.22
DS2_ff_03,1131,1140,1,-0.09
DS2_ff_03,1287,1296,0,-0.12
DS2_ff_03,1389,1398,1,-0.01
DS2_ff_03,1392,1401,1,-0.01
DS2_ff_03,1395,1404,1,-0.04
DS2_ff_03,1398,1407,1,0.12
DS2_ff_03,1401,1410,1,0.7
DS2_ff_03,1404,1413,1,1.29
DS2_ff_03,1407,1416,1,0.2
DS2_ff_03,1410,1419,1,-0.69
DS2_ff_03,1413,1422,1,-1.37
DS2_ff_03,1416,1425,1,-0.33
DS2_ff_03,1461,1470,0,-0.2
DS2_ff_03,1476,1485,0,0.21
DS2_ff_03,1581,1590,0,0.06
DS2_ff_03,1593,1602,0,-0.07
DS2_ff_03,1689,1698,0,0.19
DS2_j_01,147,156,0,-0.1
DS2_j_01,351,360,0,-0.18
DS2_j_01,447,456,0,0.0
DS2_j_01,858,867,0,0.03
DS2_j_01,867,876,0,-0.01
DS2_j_01,924,933,0,0.01
DS2_j_01,963,972,0,0.05
DS2_j_01,1038,1047,0,-0.01
DS2_j_01,1080,1089,0,0.09
DS2_j_01,1161,1170,0,-0.26
DS2_j_01,1197,1206,0,0.13
DS2_j_01,1254,1263,0,-0.1
DS2_j_01,1263,1272,0,0.09
DS2_j_01,1533,1542,0,0.16
DS2_j_01,1548,1557,0,0.22
DS2_j_01,1668,1677,0,0.08
DS2_j_01,1869,1878,0,-0.02
DS2_j_01,1902,1911,0,0.02
DS2_j_01,1932,1941,0,0.04
DS2_j_01,2130,2139,0,-0.0
DS2_j_01,2133,2142,0,0.14
DS2_j_01,2136,2145,0,0.19
DS2_j_01,2190,2199,0,0.04
DS2_j_01,2220,2229,0,-0.08
DS2_j_01,2376,2385,0,-0.06
DS2_j_01,2523,2532,0,-0.13
DS2_j_01,2541,2550,0,-0.08
DS2_j_01,2631,2640,0,0.03
DS2_j_01,2667,2676,0,0.2
DS2_j_01,2727,2736,0,-0.04
DS2_j_01,2781,2790,0,0.15
DS2_j_01,2835,2844,0,0.05
DS2_j_01,2940,2949,0,0.0
DS2_j_01,3246,3255,0,0.14
DS2_j_01,3318,3327,0,0.02
DS2_j_01,3495,3504,0,-0.4
DS2_j_01,3549,3558,0,0.03
DS2_j_02,6,15,0,0.1
DS2_j_02,24,33,0,-0.08
DS2_j_02,84,93,0,0.15
DS2_j_02,150,159,0,-0.13
DS2_j_02,255,264,0,0.03
DS2_j_02,408,417,0,0.11
DS2_j_02,471,480,0,0.15
DS2_j_02,531,540,0,0.05
DS2_j_02,585,594,0,-0.08
DS2_j_02,672,681,0,-0.04
DS2_j_02,687,696,0,-0.05
DS2_j_02,1029,1038,0,-0.03
DS2_j_02,1053,1062,0,0.17
DS2_j_02,1068,1077,0,0.08
DS2_j_02,1107,1116,0,-0.02
DS2_j_02,1260,1269,0,-0.22
DS2_j_02,1329,1338,0,-0.01
DS2_j_02,1440,1449,0,-0.08
DS2_j_02,1527,1536,0,-0.11
DS2_j_02,1725,1734,0,0.02
DS2_j_02,1815,1824,0,0.02
DS2_j_02,1857,1866,0,0.05
DS2_j_03,12,21,0,0.17
DS2_j_03,54,63,0,0.14
DS2_j_03,141,150,0,-0.04
DS2_j_03,273,282,0,-0.03
DS2_j_03,324,333,0,-0.14
DS2_j_03,414,423,0,0.08
DS2_j_03,447,456,0,0.0
DS2_j_03,483,492,0,-0.23
DS2_j_03,582,591,0,-0.03
DS2_j_03,591,600,0,0.07
DS2_j_03,663,672,0,0.14
DS2_j_03,681,690,0,-0.11
DS2_j_03,705,714,0,-0.05
DS2_j_03,798,807,0,-0.12
DS2_j_03,918,927,0,0.03
DS2_j_03,945,954,0,-0.39
DS2_j_03,957,966,0,0.3
DS2_j_03,1179,1188,0,-0.06
DS2_j_03,1362,1371,0,0.25
DS2_j_03,1440,1449,0,0.11
DS2_j_03,1587,1596,0,0.04
DS2_j_03,1611,1620,0,0.03
DS2_j_03,1731,1740,0,-0.01
DS2_j_03,1797,1806,0,0.16
DS2_j_03,1962,1971,0,-0.29
DS2_j_03,2001,2010,0,0.18
DS2_j_03,2136,2145,0,0.04
DS2_j_03,2244,2253,0,0.15
DS2_j_03,2280,2289,0,0.03
DS2_j_03,2310,2319,0,-0.01
DS2_j_03,2319,2328,0,-0.09
DS2_j_03,2433,2442,0,0.06
DS2_j_03,2436,2445,0,-0.13
DS2_j_03,2547,2556,0,-0.12
