file,category,start_frame,end_frame,label
DS2_b_01,ADL,5664,5673,0
DS2_b_01,ADL,5674,5683,0
DS2_b_01,ADL,5700,5709,0
DS2_b_01,ADL,5742,5751,0
DS2_b_01,ADL,5762,5771,0
DS2_b_01,ADL,5804,5813,0
DS2_b_01,ADL,5876,5885,0
DS2_b_01,ADL,5886,5895,0
DS2_b_01,ADL,5966,5975,0
DS2_b_01,ADL,5986,5995,0
DS2_b_01,ADL,6022,6031,0
DS2_b_01,ADL,6062,6071,0
DS2_b_01,ADL,6108,6117,0
DS2_b_01,ADL,6158,6167,0
DS2_b_01,ADL,6170,6179,0
DS2_b_01,ADL,6172,6181,0
DS2_b_01,ADL,6234,6243,0
DS2_b_01,ADL,6250,6259,0
DS2_b_01,ADL,6264,6273,0
DS2_b_01,ADL,6304,6313,0
DS2_b_01,ADL,6310,6319,0
DS2_b_01,ADL,6382,6391,0
DS2_b_01,ADL,6406,6415,0
DS2_b_01,ADL,6414,6423,0
DS2_b_01,ADL,6484,6493,0
DS2_b_01,ADL,6508,6517,0
DS2_b_01,ADL,6522,6531,0
DS2_b_01,ADL,6570,6579,0
DS2_b_01,ADL,6626,6635,0
DS2_b_01,ADL,6702,6711,0
DS2_b_01,ADL,6732,6741,0
DS2_b_01,ADL,6736,6745,0
DS2_b_01,ADL,6776,6785,0
DS2_b_01,ADL,6780,6789,0
DS2_b_01,ADL,6828,6837,0
DS2_b_01,ADL,6886,6895,0
DS2_b_01,ADL,6906,6915,0
DS2_b_01,ADL,7008,7017,0
DS2_b_01,ADL,7012,7021,0
DS2_b_01,ADL,7180,7189,0
DS2_b_01,ADL,7196,7205,0
DS2_b_01,ADL,7226,7235,0
DS2_b_01,ADL,7228,7237,0
DS2_b_01,ADL,7238,7247,0
DS2_b_01,ADL,7260,7269,0
DS2_b_01,ADL,7268,7277,0
DS2_b_01,ADL,7354,7363,0
DS2_b_01,ADL,7396,7405,0
DS2_b_01,ADL,7522,7531,0
DS2_b_01,ADL,7548,7557,0
DS2_b_01,ADL,7594,7603,0
DS2_b_01,ADL,7610,7619,0
DS2_b_01,ADL,7620,7629,0
DS2_b_01,ADL,7684,7693,0
DS2_b_01,ADL,7702,7711,0
DS2_b_01,ADL,7768,7777,0
DS2_b_01,ADL,7804,7813,0
DS2_b_01,ADL,7814,7823,0
DS2_b_01,ADL,7838,7847,0
DS2_b_01,ADL,7844,7853,0
DS2_b_01,ADL,7852,7861,0
DS2_b_01,ADL,7936,7945,0
DS2_b_01,ADL,7944,7953,0
DS2_b_01,ADL,7956,7965,0
DS2_b_01,ADL,7968,7977,0
DS2_b_01,ADL,8020,8029,0
DS2_b_01,ADL,8046,8055,0
DS2_b_01,ADL,8056,8065,0
DS2_b_01,ADL,8084,8093,0
DS2_b_01,ADL,8090,8099,0
DS2_b_01,ADL,8126,8135,0
DS2_b_01,ADL,8130,8139,0
DS2_b_01,ADL,8178,8187,0
DS2_b_01,ADL,8278,8287,0
DS2_b_01,ADL,8296,8305,0
DS2_b_01,ADL,8352,8361,0
DS2_b_01,ADL,8376,8385,0
DS2_b_01,ADL,8460,8469,0
DS2_b_01,ADL,8510,8519,0
DS2_b_01,ADL,8518,8527,0
DS2_b_01,ADL,8542,8551,0
DS2_b_01,ADL,8596,8605,0
DS2_b_01,ADL,8752,8761,0
DS2_b_01,ADL,8926,8935,0
DS2_b_01,ADL,9020,9029,0
DS2_b_01,ADL,9134,9143,0
DS2_b_01,ADL,9206,9215,0
DS2_b_01,ADL,9216,9225,0
DS2_b_01,ADL,9294,9303,0
DS2_b_01,ADL,9468,9477,0
DS2_b_01,ADL,9478,9487,0
DS2_b_01,ADL,9496,9505,0
DS2_b_01,ADL,9518,9527,0
DS2_b_01,ADL,9540,9549,0
DS2_b_01,ADL,9746,9755,0
DS2_b_01,ADL,9760,9769,0
DS2_b_01,ADL,9770,9779,0
DS2_b_01,ADL,9776,9785,0
DS2_b_01,ADL,9812,9821,0
DS2_b_01,ADL,9824,9833,0
DS2_b_01,ADL,9868,9877,0
DS2_b_01,ADL,9948,9957,0
DS2_b_01,ADL,10024,10033,0
DS2_b_01,ADL,10026,10035,0
DS2_b_01,ADL,10042,10051,0
DS2_b_01,ADL,10044,10053,0
DS2_bf_01,ADL,94,103,0
DS2_bf_01,ADL,116,125,0
DS2_bf_01,ADL,132,141,0
DS2_bf_01,Fall,174,183,1
DS2_bf_01,Fall,176,185,1
DS2_bf_01,Fall,178,187,1
DS2_bf_01,Fall,180,189,1
DS2_bf_01,Fall,182,191,1
DS2_bf_01,Fall,184,193,1
DS2_bf_01,Fall,186,195,1
DS2_bf_01,Fall,188,197,1
DS2_bf_01,Fall,190,199,1
DS2_bf_01,Fall,192,201,1
DS2_bf_01,Fall,194,203,1
DS2_bf_01,Fall,196,205,1
DS2_bf_01,Fall,198,207,1
DS2_bf_01,Fall,200,209,1
DS2_bf_01,Fall,202,211,1
DS2_bf_01,ADL,366,375,0
DS2_bf_01,Fall,396,405,1
DS2_bf_01,Fall,398,407,1
DS2_bf_01,Fall,400,409,1
DS2_bf_01,Fall,402,411,1
DS2_bf_01,Fall,404,413,1
DS2_bf_01,Fall,406,415,1
DS2_bf_01,Fall,408,417,1
DS2_bf_01,Fall,410,419,1
DS2_bf_01,Fall,412,421,1
DS2_bf_01,Fall,414,423,1
DS2_bf_01,Fall,416,425,1
DS2_bf_01,Fall,418,427,1
DS2_bf_01,Fall,420,429,1
DS2_bf_01,Fall,422,431,1
DS2_bf_01,Fall,424,433,1
DS2_bf_01,ADL,496,505,0
DS2_bf_01,ADL,526,535,0
DS2_bf_01,ADL,528,537,0
DS2_bf_01,ADL,582,591,0
DS2_bf_01,Fall,630,639,1
DS2_bf_01,Fall,632,641,1
DS2_bf_01,Fall,634,643,1
DS2_bf_01,Fall,636,645,1
DS2_bf_01,Fall,638,647,1
DS2_bf_01,Fall,640,649,1
DS2_bf_01,Fall,642,651,1
DS2_bf_01,Fall,644,653,1
DS2_bf_01,Fall,646,655,1
DS2_bf_01,Fall,648,657,1
DS2_bf_01,Fall,650,659,1
DS2_bf_01,Fall,652,661,1
DS2_bf_01,Fall,654,663,1
DS2_bf_01,Fall,656,665,1
DS2_bf_01,Fall,658,667,1
DS2_bf_01,ADL,680,689,0
DS2_bf_01,ADL,724,733,0
DS2_bf_01,ADL,730,739,0
DS2_bf_01,ADL,756,765,0
DS2_bf_01,ADL,842,851,0
DS2_bf_01,ADL,876,885,0
DS2_bf_01,ADL,916,925,0
DS2_bf_01,ADL,942,951,0
DS2_bf_01,Fall,968,977,1
DS2_bf_01,Fall,970,979,1
DS2_bf_01,Fall,972,981,1
DS2_bf_01,Fall,974,983,1
DS2_bf_01,Fall,976,985,1
DS2_bf_01,Fall,978,987,1
DS2_bf_01,Fall,980,989,1
DS2_bf_01,Fall,982,991,1
DS2_bf_01,Fall,984,993,1
DS2_bf_01,Fall,986,995,1
DS2_bf_01,Fall,988,997,1
DS2_bf_01,Fall,990,999,1
DS2_bf_01,Fall,992,1001,1
DS2_bf_01,Fall,994,1003,1
DS2_bf_01,Fall,996,1005,1
DS2_bf_01,ADL,1024,1033,0
DS2_bf_01,ADL,1116,1125,0
DS2_bf_01,ADL,1136,1145,0
DS2_bf_01,ADL,1196,1205,0
DS2_bf_01,ADL,1234,1243,0
DS2_bf_01,ADL,1252,1261,0
DS2_bf_01,ADL,1272,1281,0
DS2_bf_01,Fall,1314,1323,1
DS2_bf_01,Fall,1316,1325,1
DS2_bf_01,Fall,1318,1327,1
DS2_bf_01,Fall,1320,1329,1
DS2_bf_01,Fall,1322,1331,1
DS2_bf_01,Fall,1324,1333,1
DS2_bf_01,Fall,1326,1335,1
DS2_bf_01,Fall,1328,1337,1
DS2_bf_01,Fall,1330,1339,1
DS2_bf_01,Fall,1332,1341,1
DS2_bf_01,Fall,1334,1343,1
DS2_bf_01,Fall,1336,1345,1
DS2_bf_01,Fall,1338,1347,1
DS2_bf_01,Fall,1340,1349,1
DS2_bf_01,Fall,1342,1351,1
DS2_bf_01,ADL,1358,1367,0
DS2_bf_01,ADL,1374,1383,0
DS2_bf_01,ADL,1414,1423,0
DS2_bf_01,ADL,1452,1461,0
DS2_bf_02,ADL,18,27,0
DS2_bf_02,ADL,60,69,0
DS2_bf_02,Fall,162,171,1
DS2_bf_02,Fall,164,173,1
DS2_bf_02,Fall,166,175,1
DS2_bf_02,Fall,168,177,1
DS2_bf_02,Fall,170,179,1
DS2_bf_02,Fall,172,181,1
DS2_bf_02,Fall,174,183,1
DS2_bf_02,Fall,176,185,1
DS2_bf_02,Fall,178,187,1
DS2_bf_02,Fall,180,189,1
DS2_bf_02,Fall,182,191,1
DS2_bf_02,Fall,184,193,1
DS2_bf_02,Fall,186,195,1
DS2_bf_02,Fall,188,197,1
DS2_bf_02,Fall,190,199,1
DS2_bf_02,ADL,318,327,0
DS2_bf_02,ADL,320,329,0
DS2_bf_02,ADL,428,437,0
DS2_bf_02,Fall,438,447,1
DS2_bf_02,Fall,440,449,1
DS2_bf_02,Fall,442,451,1
DS2_bf_02,Fall,444,453,1
DS2_bf_02,Fall,446,455,1
DS2_bf_02,Fall,448,457,1
DS2_bf_02,Fall,450,459,1
DS2_bf_02,Fall,452,461,1
DS2_bf_02,Fall,454,463,1
DS2_bf_02,Fall,456,465,1
DS2_bf_02,Fall,458,467,1
DS2_bf_02,Fall,460,469,1
DS2_bf_02,Fall,462,471,1
DS2_bf_02,Fall,464,473,1
DS2_bf_02,Fall,466,475,1
DS2_bf_02,ADL,538,547,0
DS2_bf_02,ADL,578,587,0
DS2_bf_02,ADL,658,667,0
DS2_bf_02,ADL,660,669,0
DS2_bf_02,ADL,686,695,0
DS2_bf_02,ADL,692,701,0
DS2_bf_02,ADL,696,705,0
DS2_bf_02,Fall,728,737,1
DS2_bf_02,Fall,730,739,1
DS2_bf_02,Fall,732,741,1
DS2_bf_02,Fall,734,743,1
DS2_bf_02,Fall,736,745,1
DS2_bf_02,Fall,738,747,1
DS2_bf_02,Fall,740,749,1
DS2_bf_02,Fall,742,751,1
DS2_bf_02,Fall,744,753,1
DS2_bf_02,Fall,746,755,1
DS2_bf_02,Fall,748,757,1
DS2_bf_02,Fall,750,759,1
DS2_bf_02,Fall,752,761,1
DS2_bf_02,Fall,754,763,1
DS2_bf_02,Fall,756,765,1
DS2_bf_02,ADL,784,793,0
DS2_bf_02,ADL,822,831,0
DS2_bf_02,ADL,930,939,0
DS2_bf_02,Fall,950,959,1
DS2_bf_02,Fall,952,961,1
DS2_bf_02,Fall,954,963,1
DS2_bf_02,Fall,956,965,1
DS2_bf_02,Fall,958,967,1
DS2_bf_02,Fall,960,969,1
DS2_bf_02,Fall,962,971,1
DS2_bf_02,Fall,964,973,1
DS2_bf_02,Fall,966,975,1
DS2_bf_02,Fall,968,977,1
DS2_bf_02,Fall,970,979,1
DS2_bf_02,Fall,972,981,1
DS2_bf_02,Fall,974,983,1
DS2_bf_02,Fall,976,985,1
DS2_bf_02,Fall,978,987,1
DS2_bf_02,ADL,998,1007,0
DS2_bf_02,ADL,1000,1009,0
DS2_bf_02,ADL,1004,1013,0
DS2_bf_02,ADL,1012,1021,0
DS2_bf_02,ADL,1014,1023,0
DS2_bf_02,ADL,1114,1123,0
DS2_bf_02,Fall,1156,1165,1
DS2_bf_02,Fall,1158,1167,1
DS2_bf_02,Fall,1160,1169,1
DS2_bf_02,Fall,1162,1171,1
DS2_bf_02,Fall,1164,1173,1
DS2_bf_02,Fall,1166,1175,1
DS2_bf_02,Fall,1168,1177,1
DS2_bf_02,Fall,1170,1179,1
DS2_bf_02,Fall,1172,1181,1
DS2_bf_02,Fall,1174,1183,1
DS2_bf_02,Fall,1176,1185,1
DS2_bf_02,Fall,1178,1187,1
DS2_bf_02,Fall,1180,1189,1
DS2_bf_02,Fall,1182,1191,1
DS2_bf_02,Fall,1184,1193,1
DS2_bf_02,ADL,1246,1255,0
DS2_bf_02,ADL,1250,1259,0
DS2_bf_03,ADL,30,39,0
DS2_bf_03,ADL,98,107,0
DS2_bf_03,ADL,134,143,0
DS2_bf_03,ADL,146,155,0
DS2_bf_03,Fall,180,189,1
DS2_bf_03,Fall,182,191,1
DS2_bf_03,Fall,184,193,1
DS2_bf_03,Fall,186,195,1
DS2_bf_03,Fall,188,197,1
DS2_bf_03,Fall,190,199,1
DS2_bf_03,Fall,192,201,1
DS2_bf_03,Fall,194,203,1
DS2_bf_03,Fall,196,205,1
DS2_bf_03,Fall,198,207,1
DS2_bf_03,Fall,200,209,1
DS2_bf_03,Fall,202,211,1
DS2_bf_03,Fall,204,213,1
DS2_bf_03,Fall,206,215,1
DS2_bf_03,Fall,208,217,1
DS2_bf_03,ADL,282,291,0
DS2_bf_03,ADL,314,323,0
DS2_bf_03,ADL,334,343,0
DS2_bf_03,Fall,406,415,1
DS2_bf_03,Fall,408,417,1
DS2_bf_03,Fall,410,419,1
DS2_bf_03,Fall,412,421,1
DS2_bf_03,Fall,414,423,1
DS2_bf_03,Fall,416,425,1
DS2_bf_03,Fall,418,427,1
DS2_bf_03,Fall,420,429,1
DS2_bf_03,Fall,422,431,1
DS2_bf_03,Fall,424,433,1
DS2_bf_03,Fall,426,435,1
DS2_bf_03,Fall,428,437,1
DS2_bf_03,Fall,430,439,1
DS2_bf_03,Fall,432,441,1
DS2_bf_03,Fall,434,443,1
DS2_bf_03,ADL,446,455,0
DS2_bf_03,ADL,504,513,0
DS2_bf_03,ADL,520,529,0
DS2_bf_03,ADL,580,589,0
DS2_bf_03,Fall,600,609,1
DS2_bf_03,Fall,602,611,1
DS2_bf_03,Fall,604,613,1
DS2_bf_03,Fall,606,615,1
DS2_bf_03,Fall,608,617,1
DS2_bf_03,Fall,610,619,1
DS2_bf_03,Fall,612,621,1
DS2_bf_03,Fall,614,623,1
DS2_bf_03,Fall,616,625,1
DS2_bf_03,Fall,618,627,1
DS2_bf_03,Fall,620,629,1
DS2_bf_03,Fall,622,631,1
DS2_bf_03,Fall,624,633,1
DS2_bf_03,Fall,626,635,1
DS2_bf_03,Fall,628,637,1
DS2_bf_03,ADL,668,677,0
DS2_bf_03,ADL,694,703,0
DS2_bf_03,ADL,824,833,0
DS2_bf_03,Fall,832,841,1
DS2_bf_03,Fall,834,843,1
DS2_bf_03,Fall,836,845,1
DS2_bf_03,Fall,838,847,1
DS2_bf_03,Fall,840,849,1
DS2_bf_03,Fall,842,851,1
DS2_bf_03,Fall,844,853,1
DS2_bf_03,Fall,846,855,1
DS2_bf_03,Fall,848,857,1
DS2_bf_03,Fall,850,859,1
DS2_bf_03,Fall,852,861,1
DS2_bf_03,Fall,854,863,1
DS2_bf_03,Fall,856,865,1
DS2_bf_03,Fall,858,867,1
DS2_bf_03,Fall,860,869,1
DS2_bf_03,ADL,942,951,0
DS2_bf_03,ADL,980,989,0
DS2_bf_03,ADL,998,1007,0
DS2_bf_03,ADL,1002,1011,0
DS2_bf_03,ADL,1094,1103,0
DS2_bf_03,Fall,1110,1119,1
DS2_bf_03,Fall,1112,1121,1
DS2_bf_03,Fall,1114,1123,1
DS2_bf_03,Fall,1116,1125,1
DS2_bf_03,Fall,1118,1127,1
DS2_bf_03,Fall,1120,1129,1
DS2_bf_03,Fall,1122,1131,1
DS2_bf_03,Fall,1124,1133,1
DS2_bf_03,Fall,1126,1135,1
DS2_bf_03,Fall,1128,1137,1
DS2_bf_03,Fall,1130,1139,1
DS2_bf_03,Fall,1132,1141,1
DS2_bf_03,Fall,1134,1143,1
DS2_bf_03,Fall,1136,1145,1
DS2_bf_03,Fall,1138,1147,1
DS2_bf_03,ADL,1150,1159,0
DS2_bf_03,ADL,1234,1243,0
DS2_bf_03,ADL,1242,1251,0
DS2_bf_03,ADL,1328,1337,0
DS2_bf_03,ADL,1336,1345,0
DS2_bf_03,ADL,1402,1411,0
DS2_ff_01,ADL,30,39,0
DS2_ff_01,Fall,94,103,1
DS2_ff_01,Fall,96,105,1
DS2_ff_01,Fall,98,107,1
DS2_ff_01,Fall,100,109,1
DS2_ff_01,Fall,102,111,1
DS2_ff_01,Fall,104,113,1
DS2_ff_01,Fall,106,115,1
DS2_ff_01,Fall,108,117,1
DS2_ff_01,Fall,110,119,1
DS2_ff_01,Fall,112,121,1
DS2_ff_01,Fall,114,123,1
DS2_ff_01,Fall,116,125,1
DS2_ff_01,Fall,118,127,1
DS2_ff_01,Fall,120,129,1
DS2_ff_01,Fall,122,131,1
DS2_ff_01,ADL,134,143,0
DS2_ff_01,ADL,158,167,0
DS2_ff_01,ADL,186,195,0
DS2_ff_01,ADL,198,207,0
DS2_ff_01,ADL,240,249,0
DS2_ff_01,Fall,350,359,1
DS2_ff_01,Fall,352,361,1
DS2_ff_01,Fall,354,363,1
DS2_ff_01,Fall,356,365,1
DS2_ff_01,Fall,358,367,1
DS2_ff_01,Fall,360,369,1
DS2_ff_01,Fall,362,371,1
DS2_ff_01,Fall,364,373,1
DS2_ff_01,Fall,366,375,1
DS2_ff_01,Fall,368,377,1
DS2_ff_01,Fall,370,379,1
DS2_ff_01,Fall,372,381,1
DS2_ff_01,Fall,374,383,1
DS2_ff_01,Fall,376,385,1
DS2_ff_01,Fall,378,387,1
DS2_ff_01,ADL,426,435,0
DS2_ff_01,ADL,456,465,0
DS2_ff_01,ADL,484,493,0
DS2_ff_01,ADL,596,605,0
DS2_ff_01,Fall,608,617,1
DS2_ff_01,Fall,610,619,1
DS2_ff_01,Fall,612,621,1
DS2_ff_01,Fall,614,623,1
DS2_ff_01,Fall,616,625,1
DS2_ff_01,Fall,618,627,1
DS2_ff_01,Fall,620,629,1
DS2_ff_01,Fall,622,631,1
DS2_ff_01,Fall,624,633,1
DS2_ff_01,Fall,626,635,1
DS2_ff_01,Fall,628,637,1
DS2_ff_01,Fall,630,639,1
DS2_ff_01,Fall,632,641,1
DS2_ff_01,Fall,634,643,1
DS2_ff_01,Fall,636,645,1
DS2_ff_01,ADL,682,691,0
DS2_ff_01,ADL,768,777,0
DS2_ff_01,ADL,806,815,0
DS2_ff_01,ADL,808,817,0
DS2_ff_01,Fall,872,881,1
DS2_ff_01,Fall,874,883,1
DS2_ff_01,Fall,876,885,1
DS2_ff_01,Fall,878,887,1
DS2_ff_01,Fall,880,889,1
DS2_ff_01,Fall,882,891,1
DS2_ff_01,Fall,884,893,1
DS2_ff_01,Fall,886,895,1
DS2_ff_01,Fall,888,897,1
DS2_ff_01,Fall,890,899,1
DS2_ff_01,Fall,892,901,1
DS2_ff_01,Fall,894,903,1
DS2_ff_01,Fall,896,905,1
DS2_ff_01,Fall,898,907,1
DS2_ff_01,Fall,900,909,1
DS2_ff_01,ADL,922,931,0
DS2_ff_01,ADL,1036,1045,0
DS2_ff_01,ADL,1038,1047,0
DS2_ff_01,ADL,1080,1089,0
DS2_ff_01,ADL,1106,1115,0
DS2_ff_01,Fall,1170,1179,1
DS2_ff_01,Fall,1172,1181,1
DS2_ff_01,Fall,1174,1183,1
DS2_ff_01,Fall,1176,1185,1
DS2_ff_01,Fall,1178,1187,1
DS2_ff_01,Fall,1180,1189,1
DS2_ff_01,Fall,1182,1191,1
DS2_ff_01,Fall,1184,1193,1
DS2_ff_01,Fall,1186,1195,1
DS2_ff_01,Fall,1188,1197,1
DS2_ff_01,Fall,1190,1199,1
DS2_ff_01,Fall,1192,1201,1
DS2_ff_01,Fall,1194,1203,1
DS2_ff_01,Fall,1196,1205,1
DS2_ff_01,Fall,1198,1207,1
DS2_ff_01,ADL,1314,1323,0
DS2_ff_01,ADL,1334,1343,0
DS2_ff_01,ADL,1354,1363,0
DS2_ff_01,ADL,1374,1383,0
DS2_ff_01,ADL,1412,1421,0
DS2_ff_02,ADL,22,31,0
DS2_ff_02,ADL,136,145,0
DS2_ff_02,Fall,216,225,1
DS2_ff_02,Fall,218,227,1
DS2_ff_02,Fall,220,229,1
DS2_ff_02,Fall,222,231,1
DS2_ff_02,Fall,224,233,1
DS2_ff_02,Fall,226,235,1
DS2_ff_02,Fall,228,237,1
DS2_ff_02,Fall,230,239,1
DS2_ff_02,Fall,232,241,1
DS2_ff_02,Fall,234,243,1
DS2_ff_02,Fall,236,245,1
DS2_ff_02,Fall,238,247,1
DS2_ff_02,Fall,240,249,1
DS2_ff_02,Fall,242,251,1
DS2_ff_02,Fall,244,253,1
DS2_ff_02,ADL,262,271,0
DS2_ff_02,ADL,392,401,0
DS2_ff_02,ADL,404,413,0
DS2_ff_02,ADL,422,431,0
DS2_ff_02,ADL,450,459,0
DS2_ff_02,Fall,492,501,1
DS2_ff_02,Fall,494,503,1
DS2_ff_02,Fall,496,505,1
DS2_ff_02,Fall,498,507,1
DS2_ff_02,Fall,500,509,1
DS2_ff_02,Fall,502,511,1
DS2_ff_02,Fall,504,513,1
DS2_ff_02,Fall,506,515,1
DS2_ff_02,Fall,508,517,1
DS2_ff_02,Fall,510,519,1
DS2_ff_02,Fall,512,521,1
DS2_ff_02,Fall,514,523,1
DS2_ff_02,Fall,516,525,1
DS2_ff_02,Fall,518,527,1
DS2_ff_02,Fall,520,529,1
DS2_ff_02,ADL,660,669,0
DS2_ff_02,ADL,698,707,0
DS2_ff_02,ADL,728,737,0
DS2_ff_02,ADL,742,751,0
DS2_ff_02,ADL,756,765,0
DS2_ff_02,ADL,802,811,0
DS2_ff_02,ADL,826,835,0
DS2_ff_02,ADL,842,851,0
DS2_ff_02,Fall,926,935,1
DS2_ff_02,Fall,928,937,1
DS2_ff_02,Fall,930,939,1
DS2_ff_02,Fall,932,941,1
DS2_ff_02,Fall,934,943,1
DS2_ff_02,Fall,936,945,1
DS2_ff_02,Fall,938,947,1
DS2_ff_02,Fall,940,949,1
DS2_ff_02,Fall,942,951,1
DS2_ff_02,Fall,944,953,1
DS2_ff_02,Fall,946,955,1
DS2_ff_02,Fall,948,957,1
DS2_ff_02,Fall,950,959,1
DS2_ff_02,Fall,952,961,1
DS2_ff_02,Fall,954,963,1
DS2_ff_02,ADL,960,969,0
DS2_ff_02,ADL,970,979,0
